photo,room_num,area,price,orientation,h_num,s_num
https://img.0756fang.com/Upload/Dictionary/2018-07/55fa8768-fd67-41d6-84ba-2ac5e6640f46.jpg,6室5厅5卫,230.0㎡,86956元,南北通,1,1186
https://img.0756fang.com/Upload/Dictionary/2021-07/s4A1361F6037647A3B842A70B5AE35815.jpg,3室2厅1卫,86.0㎡,30232元,南,0,2162
https://img.0756fang.com/Upload/Dictionary/2021-07/s48CC07FE40E142068599AC2186F3CCD6.jpg,3室2厅2卫,98.0㎡,30408元,南,1,2162
https://img.0756fang.com/Upload/Dictionary/2021-07/s0DA0CC6CE0344DA0A9FEBE2E43894103.jpg,2室2厅1卫,69.0㎡,30434元,西,2,2162
https://img.0756fang.com/Upload/Dictionary/2021-07/s4A1361F6037647A3B842A70B5AE35815.jpg,3室2厅1卫,89.0㎡,29213元,东,3,2162
https://img.0756fang.com/Upload/Dictionary/2020-12/sB77A22A711DB43DB9ED453FB051A572D.jpg,3室2厅2卫,114.0㎡,30701元,南,0,2112
https://img.0756fang.com/Upload/Dictionary/2020-12/sCA9E1444C493472DA00044A533C02389.jpg,3室2厅2卫,129.3㎡,33488元,南,1,2112
https://img.0756fang.com/Upload/Dictionary/2022-05/202205011106558681.jpg,3室2厅2卫,96.0㎡,27083元,南,0,2261
https://img.0756fang.com/Upload/Dictionary/2022-05/202205011110134781.jpg,4室2厅2卫,115.0㎡,30956元,东南,1,2261
https://img.0756fang.com/Upload/Dictionary/2022-05/202205011112465272.jpg,4室2厅2卫,142.0㎡,30985元,南北通,2,2261
https://img.0756fang.com/Upload/Dictionary/2021-10/21100210124179A61578FD5F4AE89058.jpg,4室2厅2卫,132.0㎡,29545元,南北通,0,2183
https://img.0756fang.com/Upload/Dictionary/2021-10/211002101241AECA985BCE2045D8A843.jpg,3室2厅2卫,116.0㎡,28965元,南北通,1,2183
https://img.0756fang.com/Upload/Dictionary/2021-10/211002101823F8BD34B3E7114C1B8262.jpg,3室2厅2卫,97.0㎡,34020元,南北通,2,2183
https://img.0756fang.com/Upload/Dictionary/2022-10/202210030531308000.jpg,1室1厅1卫,32.3㎡,29411元,东,0,2281
https://img.0756fang.com/Upload/Dictionary/2022-10/202210030538304625.jpg,1室1厅1卫,44.6㎡,29596元,西,1,2281
https://img.0756fang.com/Upload/Dictionary/2022-10/202210030538304625.jpg,2室1厅1卫,51.5㎡,29126元,南,2,2281
https://img.0756fang.com/Upload/Dictionary/2022-10/202210030541216520.jpg,3室1厅1卫,65.8㎡,26595元,东,3,2281
https://img.0756fang.com/Upload/Dictionary/2022-10/202210030544497760.jpg,3室2厅1卫,71.0㎡,30281元,东,4,2281
https://img.0756fang.com/Upload/Dictionary/2022-10/202210030547567816.jpg,3室2厅1卫,87.5㎡,32000元,南,5,2281
https://img.0756fang.com/Upload/Dictionary/2022-10/202210030554398804.jpg,3室2厅2卫,103.5㎡,31400元,南,6,2281
https://img.0756fang.com/Upload/Dictionary/2021-06/s7E42B6F36D304418BFBC890A218184E6.jpg,2室2厅1卫,66.0㎡,30303元,南,0,2159
https://img.0756fang.com/Upload/Dictionary/2021-06/sE22864D1A91C43CAB4139AF580AF722B.jpg,3室2厅1卫,82.0㎡,25609元,南,1,2159
https://img.0756fang.com/Upload/Dictionary/2022-04/202204090415007270.jpg,3室2厅2卫,89.0㎡,31235元,南,0,2258
https://img.0756fang.com/Upload/Dictionary/2022-04/202204090417356021.jpg,4室2厅2卫,105.0㎡,26666元,南北通,1,2258
https://img.0756fang.com/Upload/Dictionary/2022-04/202204091250192408.jpg,3室2厅2卫,89.0㎡,25280元,西南,0,2248
https://img.0756fang.com/Upload/Dictionary/2022-04/202204091256186625.jpg,4室2厅2卫,99.0㎡,26262元,南,1,2248
https://img.0756fang.com/Upload/Dictionary/2022-04/202204090101352770.jpg,3室2厅1卫,79.0㎡,25316元,南,2,2248
https://img.0756fang.com/Upload/Dictionary/2020-10/sF6AD1CDC427C4290A8DBF6EC0077272B.jpeg,3室2厅2卫,89.3㎡,26875元,东南,0,70
https://img.0756fang.com/Upload/Dictionary/2020-10/sC9CA8FEB7AD5408F94BF189F1B7CBDFB.jpeg,4室2厅2卫,110.6㎡,31193元,东南,1,70
https://img.0756fang.com/Upload/Dictionary/2022-04/202204151010463278.jpg,4室2厅3卫,151.1㎡,27796元,南北通,2,70
https://img.0756fang.com/Upload/Dictionary/2021-10/202110220427298466.jpeg,4室2厅3卫,248.0㎡,28225元,南北通,0,1165
https://img.0756fang.com/Upload/Dictionary/2021-10/202110230906071031.jpg,5室2厅4卫,305.0㎡,39344元,南北通,1,1165
https://img.0756fang.com/Upload/Dictionary/2021-10/202110230906071031.jpg,5室2厅4卫,305.0㎡,36065元,南北通,2,1165
https://img.0756fang.com/Upload/Dictionary/2021-09/210927105417A73DB09C782E4B52A593.jpg,0室0厅0卫,0.0㎡,0元,,0,2178
https://img.0756fang.com/Upload/Dictionary/2020-12/sF62ECA59226E42F28973240B4AE07986.jpg,3室2厅1卫,86.0㎡,28604元,南,0,2106
https://img.0756fang.com/Upload/Dictionary/2021-08/s27D96A03DF854DE89E0D8B9C62061F9D.jpg,2室1厅1卫,48.0㎡,30000元,南,1,2106
https://img.0756fang.com/Upload/Dictionary/2021-08/s075DCF6010AC4026899F4429DD55A3F7.jpg,1室1厅1卫,36.0㎡,30000元,南,2,2106
https://img.0756fang.com/Upload/Dictionary/2021-08/s075DCF6010AC4026899F4429DD55A3F7.jpg,1室1厅1卫,36.0㎡,30000元,南,3,2106
https://img.0756fang.com/Upload/Dictionary/2021-08/s075DCF6010AC4026899F4429DD55A3F7.jpg,1室1厅1卫,36.0㎡,30000元,南,4,2106
https://img.0756fang.com/Upload/Dictionary/2021-08/s075DCF6010AC4026899F4429DD55A3F7.jpg,1室1厅1卫,36.0㎡,30000元,南,5,2106
https://img.0756fang.com/Upload/Dictionary/2021-06/s92790C63DE274EAE99D730F32B098399.jpeg,3室2厅1卫,86.0㎡,33023元,南,0,2160
https://img.0756fang.com/Upload/Dictionary/2021-06/sD77F2F915CEB414B8791C47C3DD54227.jpeg,3室2厅2卫,96.0㎡,32291元,南,1,2160
https://img.0756fang.com/Upload/Dictionary/2021-12/202112181215234655.jpg,1室1厅1卫,55.0㎡,20909元,东南,0,2243
https://img.0756fang.com/Upload/Dictionary/2021-12/202112181217206833.jpg,1室1厅0卫,168.0㎡,16666元,东南,1,2243
https://img.0756fang.com/Upload/Dictionary/2021-12/202112181218367060.jpg,1室1厅0卫,215.0㎡,17674元,东南,2,2243
https://img.0756fang.com/Upload/Dictionary/2017-03/b7758543-49b2-4b91-bb58-4314ab82afe7.jpg,2室2厅1卫,102.0㎡,37254元,东,0,34
https://img.0756fang.com/Upload/Dictionary/2019-02/190219191057CE95F501508144FD9622.jpg,5室2厅3卫,206.0㎡,42233元,南,1,34
https://img.0756fang.com/Upload/Dictionary/2019-05/34fa9f87-8ceb-4fed-9d06-35a9871d457d.jpg,3室2厅1卫,91.0㎡,34065元,南,0,1284
https://img.0756fang.com/Upload/Dictionary/2019-07/c675538e-efa9-45c0-9c7f-eb8ddde82f2c.jpg,3室2厅1卫,91.0㎡,29670元,东北,1,1284
https://img.0756fang.com/Upload/Dictionary/2019-07/f945091a-58a0-4131-92e9-a14cfd5df495.jpg,2室2厅1卫,83.0㎡,33734元,南,2,1284
https://img.0756fang.com/Upload/Dictionary/2020-03/s770AD4B6E8A245E49FD9672F955C8A47.jpg,2室2厅1卫,78.0㎡,30769元,南,3,1284
https://img.0756fang.com/Upload/Dictionary/2021-02/CF8179D03E5443C898D419A3DB137C47.jpeg,3室2厅2卫,123.0㎡,34959元,南,0,1151
https://img.0756fang.com/Upload/Dictionary/2019-12/7982d21c-dad3-418e-afe5-cdff62060ccb.jpg,3室2厅2卫,113.0㎡,25486元,南北通,0,1355
https://img.0756fang.com/Upload/Dictionary/2019-12/4a6598c4-ef8d-44a8-93ff-4bc4b169ded9.jpg,3室2厅2卫,103.0㎡,25436元,南北通,1,1355
https://img.0756fang.com/Upload/Dictionary/2019-12/5389042c-72e6-4561-bfa0-7bef5b6a5e58.jpg,4室2厅2卫,125.0㎡,25600元,南北通,2,1355
https://img.0756fang.com/Upload/Dictionary/2020-04/sD4B811E8947F4EA6B03053C776CFF747.jpeg,3室2厅2卫,101.0㎡,25247元,南北通,3,1355
https://img.0756fang.com/Upload/Dictionary/2020-12/s4D6CE2BAD51840A09BC6B79D3328BE8C.jpg,3室2厅3卫,122.6㎡,27732元,南,0,2110
https://img.0756fang.com/Upload/Dictionary/2021-02/4141F13A22ED4025B6A781253E90AC04.jpeg,2室2厅1卫,79.1㎡,24020元,南,0,1286
https://img.0756fang.com/Upload/Dictionary/2021-02/36753F7AF460491488BFAB3C4CBC8263.jpeg,3室2厅2卫,103.0㎡,24077元,南北通,1,1286
https://img.0756fang.com/Upload/Dictionary/2020-12/s33C934B79D1D46BBA6A6CF01CB0975E9.jpg,3室2厅2卫,92.0㎡,26630元,南,0,2109
https://img.0756fang.com/Upload/Dictionary/2020-12/sEB476FD36DF340AFA9720BE3E711E7CE.jpg,4室2厅2卫,109.0㎡,25688元,南北通,1,2109
https://img.0756fang.com/Upload/Dictionary/2020-04/sE62D5F132637400A8FCB711EBF2F9B3E.jpg,3室2厅2卫,88.0㎡,26931元,南,0,1453
https://img.0756fang.com/Upload/Dictionary/2020-04/s4E1510C87BA7422A954D57ABADB6E83E.jpg,3室2厅2卫,90.0㎡,26666元,南,1,1453
https://img.0756fang.com/Upload/Dictionary/2020-04/s5672C13014F142D29EC1E5C299B1F76B.jpg,4室2厅2卫,99.0㎡,26767元,南北通,2,1453
https://img.0756fang.com/Upload/Dictionary/2019-09/7a0da16d-c5f6-4475-b4cb-678873a4ce02.jpg,1室1厅1卫,40.0㎡,20000元,北,0,1324
https://img.0756fang.com/Upload/Dictionary/2019-09/422aa5b3-b128-4fc4-a8f1-04b5e8dda210.jpg,1室0厅1卫,35.0㎡,18571元,东,1,1324
https://img.0756fang.com/Upload/Dictionary/2019-09/1c21c929-56b5-4b74-823d-6a8adfb9c752.jpg,1室1厅1卫,49.0㎡,20408元,南,2,1324
https://img.0756fang.com/Upload/Dictionary/2021-06/s1ED5300303C8471993EF7DB12150A5BE.jpg,3室2厅1卫,76.0㎡,27631元,东北,0,2158
https://img.0756fang.com/Upload/Dictionary/2021-06/s13AFEEC8829A4D5A8120048E28FE082D.jpg,4室2厅2卫,98.0㎡,28571元,南,1,2158
https://img.0756fang.com/Upload/Dictionary/2022-07/202207240912175346.jpg,4室2厅2卫,120.0㎡,25000元,南北通,2,2158
https://img.0756fang.com/Upload/Dictionary/2021-10/202110220244254850.jpg,1室1厅1卫,150.0㎡,16000元,南,0,11
https://img.0756fang.com/Upload/Dictionary/2022-06/202206230312028703.jpeg,4室2厅2卫,119.0㎡,28991元,南北通,0,2176
https://img.0756fang.com/Upload/Dictionary/2022-06/202206240327490460.jpeg,4室2厅2卫,130.0㎡,30461元,南,1,2176
https://img.0756fang.com/Upload/Dictionary/2022-06/202206210430558515.jpg,4室2厅2卫,120.0㎡,29000元,南,2,2176
https://img.0756fang.com/Upload/Dictionary/2021-10/202110240400184388.jpg,3室2厅2卫,99.0㎡,27272元,南,3,2176
https://img.0756fang.com/Upload/Dictionary/2021-10/202110161110535768.jpg,4室2厅2卫,164.8㎡,36104元,南北通,0,2181
https://img.0756fang.com/Upload/Dictionary/2021-10/202110161135018623.jpg,4室2厅2卫,139.7㎡,36506元,南北通,1,2181
https://img.0756fang.com/Upload/Dictionary/2021-10/202110161133033633.jpg,3室2厅2卫,120.0㎡,38333元,东南,2,2181
https://img.0756fang.com/Upload/Dictionary/2021-10/202110161141053458.jpg,4室2厅3卫,167.5㎡,45611元,西南,3,2181
https://img.0756fang.com/Upload/Dictionary/2021-10/202110240336092145.jpg,2室2厅1卫,78.0㎡,38717元,南,4,2181
https://img.0756fang.com/Upload/Dictionary/2022-10/202210190525073565.jpeg,5室2厅4卫,226.0㎡,48672元,南北通,5,2181
https://img.0756fang.com/Upload/Dictionary/2022-12/202212160605385162.jpg,4室2厅3卫,165.0㎡,36000元,南,6,2181
https://img.0756fang.com/Upload/Dictionary/2022-12/202212160607138776.jpg,4室2厅2卫,143.0㎡,37062元,南北通,7,2181
https://img.0756fang.com/Upload/Dictionary/2022-12/202212160610122318.jpg,3室2厅2卫,122.0㎡,36885元,南,8,2181
https://img.0756fang.com/Upload/Dictionary/2021-04/1EABBDEB650A4F4BAACEA6507AF6AE51.jpeg,3室2厅2卫,91.0㎡,25824元,南,0,2120
https://img.0756fang.com/Upload/Dictionary/2021-04/0B9AD20603914D13B52E0B49114A242C.jpeg,3室2厅2卫,139.9㎡,22158元,南北通,1,2120
https://img.0756fang.com/Upload/Dictionary/2022-10/202210141112355526.jpg,1室1厅1卫,15.0㎡,66666元,东,0,2279
https://img.0756fang.com/Upload/Dictionary/2022-10/202210141130016688.jpg,1室1厅1卫,30.0㎡,33333元,东,1,2279
https://img.0756fang.com/Upload/Dictionary/2022-10/202210141137433543.jpg,1室1厅1卫,26.3㎡,22053元,西南,2,2279
https://img.0756fang.com/Upload/Dictionary/2022-10/202210141135454211.jpg,1室1厅1卫,37.1㎡,24258元,东南,3,2279
https://img.0756fang.com/Upload/Dictionary/2022-10/202210141137433543.jpg,1室1厅1卫,56.8㎡,23943元,西南,4,2279
https://img.0756fang.com/Upload/Dictionary/2022-10/202210141141096542.jpg,1室1厅1卫,160.0㎡,16250元,东南,5,2279
https://img.0756fang.com/Upload/Dictionary/2022-10/202210190315345256.jpeg,1室0厅1卫,41.0㎡,9756元,南,0,2277
https://img.0756fang.com/Upload/Dictionary/2022-09/202209081154070760.jpg,1室0厅1卫,41.0㎡,9756元,南,1,2277
https://img.0756fang.com/Upload/Dictionary/2021-07/s1BE88BC4BC3F4764B30A4E0E724A3833.jpg,1室0厅1卫,38.0㎡,24210元,西南,0,2167
https://img.0756fang.com/Upload/Dictionary/2019-03/8c63fde5-6e7a-4d9f-ae19-86d65f0562aa.jpg,4室2厅2卫,142.0㎡,30000元,南北通,0,1271
https://img.0756fang.com/Upload/Dictionary/2020-04/s204F13E70C13450B89460F84EE9038B4.jpg,4室2厅3卫,185.0㎡,33243元,南北通,0,1169
https://img.0756fang.com/Upload/Dictionary/2020-04/s6612873BD071484AB82BF03803D52300.jpg,4室2厅3卫,235.0㎡,35021元,南北通,1,1169
https://img.0756fang.com/Upload/Dictionary/2020-04/s89C4BB6987BA4C9AAFCD729F93460E65.jpeg,4室2厅3卫,190.0㎡,33157元,南北通,2,1169
https://img.0756fang.com/Upload/Dictionary/2020-04/sCC914833BC2D44BCB942E461346D398E.jpeg,4室2厅3卫,199.0㎡,34170元,南北通,3,1169
https://img.0756fang.com/Upload/Dictionary/2021-10/202110190829331210.jpg,1室2厅1卫,52.0㎡,33653元,南,0,2189
https://img.0756fang.com/Upload/Dictionary/2021-10/202110190838083265.jpg,2室2厅1卫,70.0㎡,37142元,南,1,2189
https://img.0756fang.com/Upload/Dictionary/2021-10/202110190940040206.jpg,3室2厅2卫,100.0㎡,36000元,南,2,2189
https://img.0756fang.com/Upload/Dictionary/2021-10/202110191002021864.jpg,4室2厅2卫,110.0㎡,35454元,南北通,3,2189
https://img.0756fang.com/Upload/Dictionary/2020-04/s52CF5B4F27614D09AA57DD20CF775A14.jpeg,1室0厅1卫,45.0㎡,25555元,南,0,76
https://img.0756fang.com/Upload/Dictionary/2021-10/202110200828228820.jpg,3室2厅2卫,89.0㎡,35393元,南,0,2101
https://img.0756fang.com/Upload/Dictionary/2021-10/202110200839237527.jpg,3室2厅2卫,88.0㎡,35227元,南,1,2101
https://img.0756fang.com/Upload/Dictionary/2021-10/202110200841348524.jpg,3室2厅2卫,90.0㎡,35555元,南,2,2101
https://img.0756fang.com/Upload/Dictionary/2021-10/202110200846027467.jpg,4室2厅2卫,170.0㎡,35882元,南北通,3,2101
https://img.0756fang.com/Upload/Dictionary/2021-06/s7C2DBF4AEA6749E7870400953C8BBDE4.jpg,3室2厅2卫,79.0㎡,41898元,南,0,2164
https://img.0756fang.com/Upload/Dictionary/2021-06/s602E94D0EC064242933A877BAC9F62DA.jpg,3室2厅2卫,89.0㎡,40000元,南,1,2164
https://img.0756fang.com/Upload/Dictionary/2021-06/sAC512CD70ABE421FB04572689EC0DF46.jpg,4室2厅2卫,99.0㎡,37979元,南,2,2164
https://img.0756fang.com/Upload/Dictionary/2020-01/58f93ebf-3578-4a8d-b925-3e06cdbea01b.jpg,4室2厅2卫,125.0㎡,36000元,南北通,0,1357
https://img.0756fang.com/Upload/Dictionary/2020-01/a1758ddd-0918-42c3-8d2d-5d5b912de5d3.jpg,3室2厅2卫,115.0㎡,36086元,南北通,1,1357
https://img.0756fang.com/Upload/Dictionary/2020-01/e49822e1-cdf1-44aa-be99-a9be180f3e5c.jpg,3室2厅2卫,95.0㎡,36000元,东北,2,1357
https://img.0756fang.com/Upload/Dictionary/2020-01/559a3dd1-053c-4f5a-8ae6-d0953b020a9e.jpg,2室2厅1卫,80.0㎡,36250元,西南,3,1357
https://img.0756fang.com/Upload/Dictionary/2021-05/s02686C074C994E7DAA25349DABE0ACC6.jpeg,4室2厅3卫,143.0㎡,48951元,东南,4,1357
https://img.0756fang.com/Upload/Dictionary/2018-03/f057629b-f27d-43f2-8831-7ec18b4a910e.jpg,1室1厅1卫,54.0㎡,23703元,南,0,97
https://img.0756fang.com/Upload/Dictionary/2018-03/9e70a71b-c0c3-40f8-8168-aa47364e9212.jpg,2室2厅1卫,71.0㎡,23943元,东南,1,97
https://img.0756fang.com/Upload/Dictionary/2018-03/7ac4212d-1282-4fb5-a1b3-4886ae5ac9d9.jpg,1室0厅1卫,47.0㎡,24468元,北,2,97
https://img.0756fang.com/Upload/Dictionary/2020-04/s298EB181AC1C4AE7A556EA296C77E46A.jpg,4室2厅2卫,119.0㎡,21932元,东,3,97
https://img.0756fang.com/Upload/Dictionary/2020-04/s7DB58EB8F5F143589BE564E36383812F.jpg,4室2厅2卫,122.0㎡,21721元,东南,4,97
https://img.0756fang.com/Upload/Dictionary/2020-04/s20969C23B00B450496737F323B5A0040.jpg,4室2厅2卫,116.0㎡,21551元,南,5,97
https://img.0756fang.com/Upload/Dictionary/2017-04/12ec4596-0b45-4c7f-b87a-839d486a2e9e.jpg,2室2厅1卫,0.0㎡,0元,南,0,40
https://img.0756fang.com/Upload/Dictionary/2016-09/31475c3d-eb32-4134-a517-1843b4586894.jpg,2室2厅1卫,0㎡,0元,南,0,15
https://img.0756fang.com/Upload/Dictionary/2016-09/c8fb8a80-3fb3-4d8f-8c4e-4144f08a1847.jpg,4室2厅3卫,0㎡,0元,南北通,1,15
https://img.0756fang.com/Upload/Dictionary/2016-09/10c15769-4971-46ce-ad2f-6cafda016f47.jpg,2室2厅1卫,0㎡,0元,南北通,2,15
https://img.0756fang.com/Upload/Dictionary/2020-07/s980582E687D348C7A3E46A938DB256C5.jpeg,0室0厅1卫,37.0㎡,18918元,南,0,2025
https://img.0756fang.com/Upload/Dictionary/2020-07/s90F6F3C12CA94B10AE915C72FBAA9E68.jpeg,0室0厅1卫,27.0㎡,18518元,东,1,2025
https://img.0756fang.com/Upload/Dictionary/2017-10/9f15e2f4-4e83-4be3-8ce9-3b3af863fd7d.jpg,1室1厅1卫,0.0㎡,0元,东,0,63
https://img.0756fang.com/Upload/Dictionary/2018-05/e1135db8-b7da-4861-bfa2-81c8c0871578.jpg,3室2厅3卫,106.0㎡,24528元,,1,63
https://img.0756fang.com/Upload/Dictionary/2018-05/b65b9a8f-0b36-48b5-88cf-b107859562d7.jpg,4室2厅3卫,105.0㎡,24761元,东,2,63
https://img.0756fang.com/Upload/Dictionary/2018-05/2ad57fde-4b97-45bf-b9db-46a41c5a1d50.jpg,3室2厅3卫,102.0㎡,25490元,东北,3,63
https://img.0756fang.com/Upload/Dictionary/2018-06/d20e6c23-f197-429d-98fc-164d1cc32542.jpg,3室2厅3卫,103.0㎡,25242元,东南,4,63
https://img.0756fang.com/Upload/Dictionary/2019-07/59028a04-edeb-4bf9-930d-7784805a5dbf.jpg,3室2厅3卫,104.0㎡,20192元,西,5,63
https://img.0756fang.com/Upload/Dictionary/2021-03/s24372088BEFA4F569B54A8970D62B672.png,4室2厅2卫,134.9㎡,33358元,南北通,0,1322
https://img.0756fang.com/Upload/Dictionary/2021-03/sB9221E537EFA4107BE858C3C6AFEE0FC.jpg,3室2厅2卫,101.6㎡,34448元,东南,1,1322
https://img.0756fang.com/Upload/Dictionary/2021-03/s703D34FDE89C45F68A682E5198FC6B31.png,2室2厅1卫,76.4㎡,30104元,南,2,1322
https://img.0756fang.com/Upload/Dictionary/2021-03/sBCD4575F3ACE428EBDC6892BFA7C6C50.png,3室2厅2卫,112.6㎡,32859元,北,3,1322
https://img.0756fang.com/Upload/Dictionary/2021-03/sA9E611927A7D489E8FC1825389B1E5EE.jpg,1室1厅1卫,52.9㎡,30245元,东,4,1322
https://img.0756fang.com/Upload/Dictionary/2021-03/s22C0B4DA28DA4CC385A5DA8FCDA53E60.png,2室2厅1卫,67.8㎡,33923元,北,5,1322
https://img.0756fang.com/Upload/Dictionary/2019-04/6893cbe9-61a9-41a7-aa26-9f125869b0c6.jpg,3室2厅1卫,53.0㎡,30188元,南,0,1275
https://img.0756fang.com/Upload/Dictionary/2019-04/d2d45ea4-0f24-4998-a3b5-22cc4c6d8c14.jpg,1室1厅1卫,35.0㎡,28571元,西,1,1275
https://img.0756fang.com/Upload/Dictionary/2019-04/1c12531a-ef7f-4ac9-9cbc-8d3c9af1a667.jpg,2室2厅1卫,39.0㎡,32051元,南,2,1275
https://img.0756fang.com/Upload/Dictionary/2020-04/s93F799D0F114447BB1B43A0D80ACB5E5.jpg,4室2厅4卫,106.0㎡,22924元,北,0,135
https://img.0756fang.com/Upload/Dictionary/2020-04/s82401A6169754FD2A7907E55F416098F.jpg,4室2厅4卫,109.1㎡,22731元,北,1,135
https://img.0756fang.com/Upload/Dictionary/2020-04/s82401A6169754FD2A7907E55F416098F.jpg,4室2厅4卫,109.1㎡,22731元,北,2,135
https://img.0756fang.com/Upload/Dictionary/2019-07/e70b7cb1-da12-455c-8920-27cb425145e7.jpg,1室1厅1卫,152.0㎡,15000元,东北,0,85
